Gene_Symbol	Selected_Probe_ID	GSM249671	GSM249672	GSM249673	GSM249674	GSM249675	GSM249676	GSM249677	GSM249678	GSM249679	GSM249680
IQCH-AS1	238485_at	4.779729235	2.063303281	4.176772196	4.685572472	3.560010456	3.760449258	5.741556577	4.597722899	4.05549166	3.6789104
IQCJ-SCHIP1 /// SCHIP1	204030_s_at	6.509511385	6.655546158	5.861757474	6.520342682	5.943734367	6.695604463	5.406844351	5.961521097	4.153669237	5.913224471
IQCJ-SCHIP1-AS1	244152_at	3.601120649	3.848685558	3.589774883	3.733422232	3.528361545	3.537806625	3.414332177	3.515083831	3.744553737	4.075282881
IQCK	213392_at	7.231055021	7.332242135	6.782170852	6.496453263	6.6630687	5.582204121	7.339173326	6.674778727	4.857876787	5.888209273
IQGAP1	200791_s_at	10.34367355	10.76145439	10.52292002	11.05376377	9.781862652	10.27951017	10.70566581	11.06957508	9.419332412	10.94652959
IQGAP2	203474_at	5.53090377	5.515022987	5.216971856	5.812260229	4.231148918	6.357750271	4.906114213	7.009947515	5.858078792	6.547386715
IQGAP3	229538_s_at	7.626137666	5.699108021	6.715809844	5.285075218	5.13843163	3.963771539	6.940998253	5.43802741	4.813750598	3.078587427
IQSEC1	203906_at	6.597861604	6.487377971	6.05232155	6.775472314	6.589847355	7.169976328	6.591955243	6.766113603	7.015261165	7.898219763
IQSEC2	214819_at	4.606422479	5.176286695	4.754560471	4.4803968	4.703408564	4.62923955	4.730857089	4.534422588	5.124696542	4.731831574
IQSEC3	1556872_s_at	3.753888723	4.403781892	3.776964094	4.305568011	4.319652815	4.120059986	3.781461138	3.323885401	4.684675111	4.124399486
IQUB	1568924_a_at	2.757485099	2.430431582	3.281089756	3.124484393	2.414328961	3.867209013	3.377061861	3.502849974	3.118404262	3.20122359
IRAK1	201587_s_at	10.19744263	9.284053639	9.918548276	9.037364797	10.05185811	9.2399613	10.05436214	9.43099369	10.92112274	9.503756288
IRAK1BP1	238599_at	5.281614726	4.220727531	7.923339508	6.620884867	6.528367256	6.57264089	7.254989767	6.04385127	5.28480724	5.407052404
IRAK2	231779_at	6.020293004	5.457857663	5.527248654	4.586747799	4.281037418	3.948951221	7.197015606	6.723463997	3.781485411	5.263581823
IRAK3	220034_at	4.919549848	5.164057662	4.716396307	6.880538913	4.762634922	5.279091959	4.97761881	7.017747028	3.278956282	6.580807383
IRAK4	219618_at	4.448986719	4.289417538	4.33444583	4.314167643	4.537980141	4.417379202	4.501837203	4.664963421	4.049457762	4.314167643
IREB2	225892_at	7.011413625	6.734326884	7.831546804	7.836690996	7.007084409	6.629457082	8.281760601	7.922275823	5.89777423	6.937887034
IRF1	238725_at	6.717673922	5.07373876	5.441962428	5.541033623	6.069768856	6.355894478	7.520045204	6.905500213	5.980757043	5.59902468
IRF2	203275_at	7.357018534	7.283279856	7.795259743	7.622618776	7.673090847	8.089000041	6.955417945	8.374914937	7.192421913	7.914155165
IRF2BP1	213771_at	4.435458611	5.034274423	4.007499719	4.205913941	4.785317662	4.113306801	4.244012637	3.859501327	4.7111904	4.723008194
IRF2BP2	224571_at	11.00418933	10.22212141	11.23878438	10.94456493	11.13366224	10.40204286	11.05860004	10.87096163	11.39548607	10.95976744
IRF2BPL	223474_at	11.52437223	11.09767326	11.42901543	11.59542929	11.9334931	11.66812265	11.23293173	11.14924607	11.53976563	11.34936529
IRF3	202621_at	8.264717664	6.777936981	6.562274423	5.64919547	6.282661926	5.465900698	5.776232628	5.340983333	7.654406247	6.812537038
IRF4	216986_s_at	3.339473499	4.294916216	3.208679559	3.499051152	3.652780549	3.797814205	3.743517146	5.002991103	3.4029846	4.494467801
IRF5	205469_s_at	4.845401236	5.271996039	4.288782357	4.726251326	4.630325502	4.929022533	4.418096249	4.821942413	4.790083701	4.980698185
IRF6	202597_at	7.744575531	4.952874581	7.640120423	4.16898804	8.151797463	6.329709434	6.202829642	5.269705438	8.129969974	4.597362192
IRF7	208436_s_at	6.394764012	6.00703242	4.326875431	5.509443219	4.296950766	4.966912086	5.184899907	4.910067542	5.043533471	5.494147802
IRF8	204057_at	5.643340273	5.853670712	5.206926594	7.192334329	5.128025515	7.648332999	6.376135514	8.518016807	4.309257931	7.625260501
IRF9	203882_at	8.363098951	7.559797252	6.889857607	6.912789742	6.505242667	6.615951178	7.101329522	7.02399272	7.641481211	7.746401191
IRF9 /// RNF31	220788_s_at	4.58818666	3.862077747	2.84131908	3.378564588	3.436427017	2.441313446	2.569360697	2.77166563	5.467837528	4.036690248
IRG1	240287_at	2.287095255	2.463939535	2.141726624	2.340751008	1.767930869	2.719173897	2.221884727	2.263334651	2.282764415	2.071052919
IRGC	214392_at	3.425782304	3.891817742	3.454819924	3.766920818	3.554896389	3.605354137	2.993141608	3.556420103	3.28953326	3.032958356
IRGM	1563335_at	2.467820007	2.215038084	3.15062212	2.494316958	2.313616024	3.261095718	1.750113891	2.725911382	1.671041973	2.137855067
IRGQ	64488_at	6.533309228	6.224049543	6.272114842	6.94129413	6.410797244	6.168911968	6.268485717	6.718044958	6.096881633	6.200130659
IRS1	204686_at	6.65554698	7.994467762	8.380896006	9.941800671	7.90964919	9.225814815	7.2082861	9.065985882	6.854135732	8.667652814
IRS2	209184_s_at	8.026707993	7.577452365	8.534494505	9.414869415	10.29909179	9.229532935	8.326213844	8.346524765	9.367402594	9.260328927
IRS4	207403_at	3.604921355	3.208804591	3.400555924	3.108136976	3.429688335	4.551672448	3.599515965	3.280194963	3.588633753	3.462983476
IRX1	230472_at	2.261700704	3.798572441	2.400530585	3.124516971	2.249297366	3.20858219	2.848152389	2.943646635	3.936603524	3.743500506
IRX2	228462_at	3.333201763	4.268869857	3.45347048	3.313429196	3.704254945	3.674676229	3.74935036	3.678152435	3.760305607	3.522448189
IRX3	229638_at	5.978058535	5.396314664	8.179929603	8.285397102	6.62759475	7.41028984	7.763889713	6.981547242	6.201921461	5.564569048
IRX4	220225_at	2.951256815	3.767606223	3.341815076	3.421194733	3.059156368	3.49662114	3.09281775	2.915072552	3.263160704	3.733307891
IRX5	210239_at	2.653476239	3.174274864	3.182994816	2.545319181	2.216600712	2.31772715	1.825762785	2.052258182	2.156514268	2.569433768
ISCA1	209274_s_at	7.096849694	6.533750571	8.730137312	8.298039519	8.329053074	8.868156727	7.767591518	8.134384443	6.765800438	7.521664875
ISCA2	226007_at	9.010669084	7.700800506	8.624437334	7.529080469	8.359591709	7.287007426	8.307127399	7.959718009	9.183785384	8.007498847
ISCU	209075_s_at	9.643763098	9.394542638	8.508179774	9.513772063	8.54210415	9.371038572	9.521974984	9.773261062	8.925414493	10.17204591
ISG15	205483_s_at	10.94219538	9.939251316	6.853138577	7.504662277	6.296708779	6.759229107	6.778251002	6.569126832	7.052751129	8.152041531
ISG20	33304_at	6.35237688	6.227232495	5.551113118	5.208596943	4.39709848	5.303717621	5.991686014	6.738914373	4.69045172	6.205946735
ISG20L2	212766_s_at	8.069139941	5.081202663	6.960733277	6.685935428	7.060609652	5.349462145	7.959790041	7.018052829	7.663966895	6.823227168
ISL1	206104_at	3.538549478	4.730765824	3.069322993	6.789732823	2.975210511	6.916845	3.539545781	4.997238646	5.814958972	6.828479553
ISL2	232352_at	3.132558387	3.207572288	3.306902409	3.053430843	2.852263841	3.12868768	2.180522673	3.501358036	2.77166563	3.030323229
ISLR	207191_s_at	4.514346631	8.309378766	4.973267343	8.827742558	5.06758741	6.827116128	4.564088492	8.119729788	7.166714873	9.996429815
ISLR2	232208_at	3.952574187	4.195944589	3.264351217	3.69179348	3.216697807	3.758912149	4.031321355	3.363976573	3.947101317	4.083826554
ISM1	235182_at	3.639451082	9.166946704	6.427152202	10.32790414	4.636195805	8.935084943	3.490711527	9.373725751	4.102955698	10.40123502
ISM1-AS1	240719_at	3.048525115	2.452652413	2.513644956	2.602000043	2.312704246	3.691764245	2.302585721	3.725026194	2.262688536	4.820293727
ISM2	228212_at	2.644686148	3.662157126	2.95780702	2.780039597	2.396728685	3.174509567	2.682173223	2.622479224	3.152832493	3.049509999
ISOC1	218170_at	7.098288129	5.190826796	7.749336471	6.495887364	7.001284475	6.025738069	7.795957296	6.721945554	6.843555071	5.512510286
ISOC2	218893_at	6.290056143	6.180526503	5.113021131	4.800506951	5.522286837	4.744881522	5.090884338	4.558142079	5.556531572	5.739724813
ISPD-AS1	233594_at	1.349455449	2.193209004	1.975783872	2.307722171	2.557351997	1.73982907	2.533885285	1.589294858	2.777629871	2.081886088
IST1	200851_s_at	7.702504993	7.369736609	7.186747085	7.704950664	6.86560037	6.919328432	6.717762996	7.474086079	7.087123101	8.227852404
ISX	232707_at	1.905443829	2.100834689	1.646836128	2.456714623	2.080002809	2.59063521	1.946001362	1.725099891	1.814570061	1.879335591
ISY1	223429_x_at	8.775888992	7.437648181	8.837603366	7.552882829	8.665361513	8.021206007	7.844979435	7.764532443	8.454275053	7.484753746
ISY1-RAB43 /// RAB43	225632_s_at	7.929486522	6.845416878	6.925823	6.604752408	7.498136827	6.679284623	7.166300077	6.462662198	8.155918679	7.258537128
ISYNA1	228552_s_at	8.199950614	7.174964694	6.622423115	5.665548324	5.964171173	5.70846145	6.889665398	5.659133834	7.571932349	7.107470444
ITCH	209743_s_at	7.626818911	7.725166691	8.29873208	8.261631895	7.971016937	7.379474862	7.7314041	8.363063004	8.369214478	7.674636896
ITFG1	1556151_at	7.874269733	7.44371376	8.343476977	8.34008163	7.61140865	8.609762246	7.775780148	8.051763737	7.141523369	7.039023031
ITFG2	220590_at	4.972671214	4.573024874	6.569040391	4.755967711	5.87164711	6.563827459	6.533926342	5.454620562	6.041155855	5.630195511
ITFG2 /// LOC100507424	226295_at	7.177090549	7.235399845	7.924402693	6.920270318	7.188062642	6.181284915	8.073710292	7.317790973	7.980400934	7.561066869
ITFG3	224749_at	5.995991105	6.107977859	4.31697512	5.003822087	4.894453448	5.101410834	5.133742423	5.210125022	5.75525905	5.180919245
ITGA1	214660_at	4.566961347	8.012360427	6.935219142	8.356020629	5.863191894	7.667664822	5.446811574	7.692702425	2.182464945	6.765972168
ITGA10	206766_at	1.946209446	3.567022963	2.010304887	3.138665534	2.140774327	4.886225628	1.802235887	2.809841903	2.222896515	4.922687533
ITGA11	1554819_a_at	5.150951555	6.735596255	5.790339437	6.253819714	5.499617433	6.216077029	5.776613262	5.713546986	5.499617433	6.258732566
ITGA2	205032_at	5.008876504	5.099433458	5.250891847	5.4191219	4.016603759	4.928301344	5.26137489	4.539909869	4.65726634	4.561609381
ITGA2B	206493_at	5.683806166	5.903662091	5.484173752	5.05487446	5.484862044	4.708336084	5.870082943	5.166369084	6.713659024	5.562309305
ITGA3	201474_s_at	4.378205842	5.240554536	4.079004896	3.068644449	4.37125442	3.965287218	3.940077068	3.719510923	5.485794808	4.062963714
ITGA4	213416_at	4.932764486	6.117409594	5.772444156	7.028872018	3.686786288	6.612235806	5.659215749	6.863091556	3.300469075	6.209221417
ITGA5	201389_at	5.64617212	8.447711521	4.749970931	6.53916815	5.693196092	6.17178896	5.81826725	6.06385477	5.026413237	6.185900082
ITGA6	215177_s_at	8.428794592	8.972267659	8.865642634	8.425644023	9.457318097	7.869842973	9.489350301	9.172789357	7.351026178	9.0054034
ITGA7	216331_at	5.387383144	6.392614805	4.07844566	4.331994761	3.895015598	4.741607697	7.134203094	4.056493656	4.451159706	4.3164571
ITGA8	214265_at	4.174030452	4.450160321	4.331245233	4.468999418	4.127375092	3.945328702	5.133940988	5.645201607	4.339057697	6.056437081
ITGA9	227297_at	6.519116559	6.736086905	5.889569754	6.735743836	6.704371169	5.504177698	6.147577685	7.115241589	7.007330332	5.998566342
ITGA9-AS1	1563635_at	2.702191535	3.006718422	2.973105069	2.737169628	2.624403984	2.515263853	2.305093562	2.70981465	2.883860329	3.166478943
ITGAD	1560686_at	2.533421203	2.812619085	3.002912923	2.804991715	2.628264307	2.450762072	2.769951491	2.40156047	3.123875367	2.857086558
ITGAE	205055_at	7.961092005	7.649236863	6.867084711	7.737938952	6.895870077	7.493137269	7.089074608	7.707462953	5.676719391	6.900208896
ITGAL	213475_s_at	5.029101642	6.586581813	4.437067892	5.673568229	4.056713629	5.965096871	5.101460468	6.168963344	4.857189995	7.273112367
ITGAM	205786_s_at	6.361449438	8.556561044	5.392917454	7.567233532	5.278704092	8.80678981	6.638161359	8.678595109	4.559695305	8.552484755
ITGAV	202351_at	8.974684312	10.58026787	10.71982345	11.58575036	10.28991551	11.17531658	9.833823506	11.03230871	8.492948133	10.19504952
ITGAX	210184_at	3.638617991	5.365469818	3.813309915	4.321189688	3.147179245	4.729426497	3.503092238	4.774229362	3.832765344	5.653939997
ITGB1	211945_s_at	10.67370837	11.50720593	11.22259425	11.81842701	11.18756984	11.77670615	10.99180345	11.5084148	10.60209756	11.10661091
ITGB1BP1	203336_s_at	7.999716055	8.589414265	8.692382606	9.093534909	9.123480031	8.880126895	7.951759577	8.400213037	8.517539467	8.823401417
ITGB1BP2	219829_at	2.292692633	2.852701573	1.799422411	2.483339586	2.377215223	2.611766034	2.257024325	2.420401517	2.278151985	1.856904567
ITGB2	202803_s_at	6.178954067	7.419451495	5.305679586	6.366691932	5.167707907	7.234078784	6.642631994	7.072212584	6.670911169	8.557551634
ITGB2-AS1	229041_s_at	4.233736193	6.954315318	4.819499064	5.834031464	5.101777531	7.077142909	5.943063588	6.716332795	6.521450032	7.570497515
ITGB3	204627_s_at	7.018544877	8.892447396	8.921629886	8.96417487	6.935401556	6.212414146	5.022961617	6.022852764	5.785275256	6.656167384
ITGB3BP	205176_s_at	8.632478116	7.227394749	8.094616242	7.23474305	7.052859914	6.363763231	6.466111222	7.210124232	6.968465686	6.570645426
ITGB4	204990_s_at	7.108866531	6.142456681	6.548156245	5.295387447	6.786473958	6.121147452	7.801470562	5.977429419	8.795335504	6.091527075
ITGB5	201125_s_at	11.3717015	11.66818171	9.438831564	11.61042397	10.74581151	11.56652447	11.10246919	11.64460354	10.5732354	11.91118674
ITGB6 /// LOC100505984	226535_at	7.619021933	6.985312703	7.759906118	7.460434456	7.720748685	7.199484164	5.217826543	4.484394403	6.326465854	3.658044084
ITGB7	205718_at	5.470427246	5.533589255	5.2284794	4.952412466	5.643852856	4.640120807	5.255219981	5.98493662	6.592892603	5.778473062
ITGB8	211488_s_at	8.813892456	6.25874779	9.226882435	6.593013887	9.576001428	8.025650711	8.621596919	6.412737704	9.116964872	5.887658271
ITGBL1	231993_at	3.889547128	8.102543185	6.585146979	10.31563627	7.562483856	9.646697039	6.379951322	9.399272881	3.822828839	10.47097857
ITIH1	210888_s_at	2.651520022	2.912267476	2.482606372	2.914485533	2.429876175	2.616281907	2.306862623	2.68577716	2.882753698	2.807097609
ITIH2	204987_at	2.892181943	3.844210938	2.674062731	2.865266401	3.1380969	3.591066731	3.254099382	2.046455263	2.948513522	2.478579662
ITIH3	205755_at	3.121715001	4.405030948	3.203943404	5.258109232	3.030323229	5.065519466	3.468493454	4.263803662	2.781926322	5.77281003
ITIH4	206287_s_at	3.798769664	4.177100935	3.148594843	3.764446327	3.617454909	3.839378057	3.468548104	3.973905028	4.982822175	4.323117693
ITIH5	219064_at	5.360333972	6.980128238	5.784213908	6.142243933	3.304195199	6.523572933	8.379658512	6.839706637	3.239639913	5.641306988
ITIH6	234894_at	2.900172435	3.096846097	2.457864222	2.382483184	2.735896253	3.179727351	3.043773925	2.509766031	3.076985441	2.800711613
ITK	211339_s_at	2.38483981	2.789995661	2.419666513	4.641013968	2.289834704	3.52686189	3.574488083	4.864752594	2.418675358	4.018609821
ITLN1	223597_at	2.980235624	3.623210234	3.043618332	2.590704454	2.205761559	2.998164559	3.14069787	2.248660017	2.335877563	2.786182031
ITM2A	202747_s_at	4.15663898	6.890987068	4.972309212	7.689060739	3.766678022	6.750155498	5.812834821	7.939688846	3.793180541	8.347122883
ITM2B	217732_s_at	11.30345257	11.09563507	11.29952571	11.53204028	11.98151215	11.55448154	10.64353276	11.33667753	11.88450664	11.63949422
ITM2C	221004_s_at	6.916759591	8.478373346	5.665188587	7.412311277	7.712292012	7.232285291	7.727126934	7.191687868	7.904756404	8.085510524
ITPA	209171_at	6.671753662	4.677196024	4.869054812	4.569294036	4.247314304	4.753576389	5.024629352	4.83640395	6.020739107	5.223549882
ITPK1	210740_s_at	10.29802357	9.551115879	9.498731796	8.862446278	9.856594282	9.581135567	9.935881659	9.107416758	10.70587577	9.594708733
ITPK1-AS1	234594_at	4.074549044	3.758432214	3.972193197	3.427439248	3.840223495	3.802564407	3.513764574	3.992716243	3.439842585	3.425079338
ITPKA	205874_at	4.072640532	4.338559677	3.379357877	3.551479719	3.116734128	4.114270895	4.256281439	4.120275108	4.340982904	3.926746576
ITPKB	203723_at	5.851352028	6.192938942	4.67565703	5.38980769	5.147094744	5.032429736	5.812639209	5.224943677	5.918761792	5.952465639
ITPKB-IT1	240398_at	4.55576936	5.069768937	4.346244204	4.639228717	4.884240699	4.635378804	4.66174587	4.48386473	5.226235299	5.042949087
ITPKC	213076_at	6.206395726	5.479908764	4.878238464	4.500007612	5.319792458	4.093806691	5.137607842	4.127301206	5.918599352	5.188102026
ITPR1	211323_s_at	3.778167981	7.03298905	5.701882328	6.94468557	6.224149169	5.998208687	6.373052026	7.654204364	5.223621246	7.207034073
ITPR1-AS1	239764_at	1.682023103	1.927440215	1.765115653	1.981800758	1.981800758	1.695970397	1.934181046	1.780924547	2.510556523	3.443359966
ITPR2	202660_at	5.780019492	7.582633401	7.882947542	8.707538674	7.74736346	8.719057508	7.711898005	8.662675577	7.677915553	8.218725702
ITPR3	201188_s_at	5.960192041	5.966679101	5.825214506	5.558718623	6.127527093	6.007274468	5.488548582	5.172637913	7.398934853	5.842474783
ITPRIP	225582_at	7.491049466	7.398396201	6.481566185	7.2284312	4.857397185	6.601978682	6.298696563	6.138399072	4.868611796	6.715681539
ITPRIPL1	240037_at	3.576040253	3.661912015	2.701285249	3.46189928	3.081583369	3.193017054	2.822893277	3.051134895	4.408099902	3.365453693
ITPRIPL2	227954_at	8.685065468	10.09630767	9.848294548	10.73039052	9.012014501	9.946815365	9.498575535	10.04033557	8.464452713	9.942903063
ITSN1	35776_at	7.504447085	7.677164775	6.601405569	8.039708962	7.487820777	7.470463776	6.759370708	7.931888422	6.948985552	7.921970097
ITSN2	209898_x_at	7.144095243	7.159576459	7.448952426	7.407411433	7.685782582	8.339982792	7.270525172	7.477774639	7.153549904	7.094346198
IVD	216958_s_at	5.882506892	5.350903971	5.922483859	5.16235399	5.337311004	4.666086119	6.559778973	5.958294631	6.576703868	5.749932043
IVL	214599_at	2.342418337	2.279216627	2.267220939	2.107740816	2.134528371	2.805490202	2.44144407	1.930296391	2.241146224	2.069966656
IVNS1ABP	206245_s_at	9.40102755	8.408026398	10.28070287	9.516164726	9.988797418	9.33377366	9.930938185	9.526751184	10.07963498	9.297327695
IWS1	224768_at	9.220263305	8.64029492	9.041527805	8.883413166	8.800413421	8.394369737	9.065192507	8.808209898	8.609786033	8.859648024
IYD	231070_at	1.613433965	1.012752105	1.13107986	1.467496877	1.509321504	1.279587065	1.250631411	1.140834832	1.242003704	1.048028645
IZUMO1	1554196_at	1.819095842	1.715850111	2.617679789	1.295719641	2.385096196	2.028690204	1.823601778	1.972500682	2.36806249	1.827892933
IZUMO2	240559_at	2.565233009	3.620572142	2.784283053	3.452148107	2.773567981	3.213738929	3.029430659	2.899568476	2.859823337	2.91139653
IZUMO4	214296_x_at	5.121656936	5.577866385	4.86701584	5.126323455	5.131062116	4.921037958	4.974449158	4.911742452	5.203670453	5.621064232
JADE1	218517_at	7.566957937	6.630144311	8.142806957	7.420009953	8.358587404	6.919915907	7.306080131	7.39232152	6.881102066	8.051652662
JADE2	212660_at	6.246089392	5.698476004	6.069871611	4.885189042	6.358980175	6.06203186	5.373054173	6.31372088	6.180144907	6.195890361
JADE3	204866_at	7.272982533	6.314748187	7.526136011	6.212869906	7.669537665	6.598098052	8.056106721	6.733772503	6.971414457	5.166348342
JAG1	216268_s_at	9.421405517	9.428336761	9.234930896	9.18769842	8.980635462	8.928918735	9.110972001	9.382946253	9.503117019	8.794091767
JAG2	32137_at	6.715607782	6.366202935	6.091223993	5.097473929	5.758751742	5.750336285	5.375465324	5.284546932	6.768923271	5.763809967
JAGN1	223104_at	7.836666981	6.095419156	6.339920571	5.772795599	6.40177563	5.215266338	6.824164445	6.260147498	6.898867648	6.196681922
JAK1	1552611_a_at	7.931143036	8.839638344	8.686976145	9.180818351	9.369928862	8.683528117	7.743838222	8.934958265	8.111936493	9.011931719
JAK2	205842_s_at	3.955218357	5.499910382	5.449501171	5.623032307	4.81063507	4.976074637	4.046530771	6.326235226	3.430632248	4.909394095
JAK3	207187_at	4.668604816	5.845827321	4.566446794	4.302482948	3.949048419	5.052611848	4.556796939	4.599367297	3.829107511	4.335236567
JAKMIP1	238600_at	3.629723983	4.895243777	3.781689844	5.969008584	4.159682867	6.323593931	4.254280963	4.962919825	3.844946777	6.122644578
JAKMIP2	205888_s_at	2.1120598	2.320783073	2.197554081	2.40237929	3.085664495	3.965287218	1.55329895	2.094762937	1.932696768	2.707470652
JAKMIP2-AS1	1561101_at	1.582870601	1.989894718	2.365329888	3.0552524	2.401046619	1.914678549	2.077699304	2.132027327	2.126092345	1.994164406
JAKMIP3	233076_at	3.27482803	3.479711628	2.846929086	3.428417311	3.842241156	3.624746719	3.434979738	3.516553898	2.967783868	3.064100033
JAM2	219213_at	5.157103018	8.472555785	6.99607259	9.293484192	8.957361241	8.683714262	5.452209247	8.980113573	7.819392559	8.992990454
JAM3	212813_at	5.3941033	9.040771612	6.975367523	9.665672302	5.040969546	8.270162374	5.199751855	8.817056357	6.205310748	9.149281815
JARID2	203297_s_at	8.103693911	7.458906926	7.313146749	7.11860065	7.508529173	7.028981155	7.810655187	7.381696432	7.701615086	7.538418752
JARID2-AS1	240828_at	2.665616484	3.614707325	2.597669395	2.866064676	2.440370293	2.812627123	3.430073238	2.845295192	2.615710874	2.630898899
JAZF1	225800_at	5.27807719	5.041788986	5.906270441	6.653896604	6.248316018	6.623500153	4.677226772	5.443592422	4.295562903	6.697360321
JAZF1-AS1	1559650_at	1.440684036	1.454194736	1.859371459	2.529332778	1.832455673	2.306525169	2.12612324	2.010097722	1.440684036	1.518158956
JDP2	226267_at	5.273483276	5.554159299	5.207991604	5.670001419	5.576597632	5.394726729	5.186850717	4.945074812	6.342910806	5.418812671
JHDM1D-AS1	232579_at	4.622547668	4.036603039	5.504066471	4.513434353	6.628504504	3.96182017	4.242251575	4.057957986	6.302166176	4.684376271
JKAMP	223215_s_at	8.20083117	7.756871444	7.911333945	8.184141528	7.75657459	7.996961981	7.076242868	7.942744825	8.32430877	8.077032164
JMJD1C	224933_s_at	9.104210898	8.809100294	8.840034783	9.349881958	8.751716038	8.098832309	8.222094786	8.96934139	8.594793742	9.440323432
JMJD1C-AS1	1552665_at	4.085045458	4.539502148	5.230876349	5.163982721	4.173639367	5.141932004	5.667061107	5.178209341	4.535685393	5.379188613
JMJD4	218560_s_at	5.205742144	4.200199397	4.144032265	4.610210437	4.07844566	3.967724449	4.535943524	3.591655102	6.051580528	5.546956886
JMJD6	212723_at	7.342274116	5.92483015	6.136413827	6.91495683	6.709532337	7.548803328	7.735958746	6.259892046	6.892563694	7.00845129
JMJD7 /// JMJD7-PLA2G4B	222256_s_at	5.497962734	5.653737442	4.955418236	5.60082772	5.430280438	5.793539652	6.426685986	5.464407635	5.22855282	5.772045759
JMJD7-PLA2G4B /// PLA2G4B	219095_at	4.947037728	5.314777416	4.793077969	4.962513655	4.966572809	4.666337716	5.047353852	4.712310649	5.413075978	5.040039518
JMJD8	224886_at	6.541532677	6.433404534	5.70624131	5.312471317	5.785341898	5.766913742	6.375188883	5.779425815	6.887172155	6.76288008
JMY	226352_at	7.593496296	5.816909155	7.932611968	7.723110751	7.264351552	7.216765478	7.479582039	7.604405194	6.293738743	6.461420044
JOSD1	201751_at	5.729037373	6.556920187	4.798152612	6.215965517	5.169299161	4.686454529	5.468017221	5.71017338	5.923973213	6.87299222
JOSD2	227096_at	7.145022675	8.435315804	6.826710973	7.811434429	7.034253849	7.492134421	7.190868305	6.93429594	7.69843269	7.841684002
JPH1	229139_at	3.74413908	2.250896769	4.991984264	2.475304691	3.347623147	2.259256177	5.471510415	4.597982522	4.109333787	2.934314882
JPH2	1553174_at	4.805733666	5.844725962	4.890759626	4.963673786	5.191532573	5.276699831	5.126041392	4.967656272	4.827868191	5.241417677
JPH3	220188_at	3.429405225	3.743988873	4.008376446	3.429405225	4.251735751	4.495675017	3.712249586	2.808608779	3.468481208	3.22973838
JPX	1554447_at	6.680834909	6.865181074	7.285936209	7.201754652	8.597886248	6.213929881	7.323448741	6.91261266	7.036205317	7.013195444
JRK	216309_x_at	6.337222658	6.115433746	5.952362295	5.355501531	6.259746495	5.746975687	5.941853446	5.742155343	6.293738743	6.380663564
JRKL	206734_at	7.187023046	6.991914529	8.036477815	7.749814105	7.615993049	8.159443779	7.98899925	7.310769164	6.976619963	7.094740294
JSRP1	235863_at	5.506122194	6.012350778	4.997314823	5.289247887	5.14186925	5.502286207	5.070197844	4.9300656	6.474294532	6.624314711
JTB	200048_s_at	10.35575454	9.012113585	9.607246105	9.496754299	9.903798369	9.139442889	9.658963901	9.381666736	10.54095333	9.523306797
JUN	201464_x_at	10.61233523	9.664365294	10.63827779	11.04957536	10.69322841	10.88131484	10.19826334	10.04309842	10.67515579	11.34633167
JUNB	201473_at	7.810008867	7.93877029	6.095684958	6.841874786	7.703680223	7.715298059	6.358479029	7.444345423	7.247823795	8.951441339
JUND	203752_s_at	11.40158066	11.2622632	11.28935728	11.11093099	11.92731576	11.51823117	11.31610792	10.79765914	12.38335597	12.04384042
JUP	201015_s_at	7.356812607	5.839619187	5.791981371	5.553454893	6.891086947	5.835447731	6.215621378	5.121584257	6.368076627	5.560334522
JUP /// KRT17	212236_x_at	8.403233729	7.565037057	5.399584585	5.837995256	5.167497902	5.063832001	5.647862048	5.256341889	6.036861621	5.2346555
KAAG1	224157_at	4.203799592	3.249573487	2.731544337	2.485021781	2.597405848	2.86887059	3.599055442	2.495846997	2.77166563	2.819239965
KAL1	205206_at	3.192907081	8.0337358	6.231740034	9.216650937	5.144044891	8.835354757	6.153315357	9.402620955	6.313826712	8.308479525
KALP /// KALP	216376_x_at	3.115564861	3.576574938	3.309737832	3.189891332	3.011871994	2.617123676	3.26324145	2.986974443	3.159382071	3.018494581
KALRN	227750_at	7.310569356	7.067455024	8.380569769	7.04714598	5.917082443	6.531178049	7.670476425	7.298768483	6.680422472	7.35842388
KANK1	213005_s_at	7.549173835	7.010298139	8.300864576	7.735738937	7.719695396	7.82992759	7.586574341	7.555161304	5.352736524	7.385017005
KANK2	218418_s_at	7.94006261	9.664361988	7.525601913	9.673638509	7.823549698	8.030819939	7.483215052	8.990208076	8.194648671	10.27253437
KANK3	213715_s_at	3.975751951	5.613652094	3.634334949	3.994770855	4.312145319	4.476669459	4.031994202	3.573565578	4.778568584	4.668909737
KANK4	229125_at	4.446360263	4.149059225	4.931898066	6.835470742	5.586302504	4.835532399	3.501517293	5.258899923	7.169761865	5.262347791
KANSL1	225117_at	8.252720545	8.265772139	7.933154948	8.088050323	7.98351472	8.146550652	7.841888536	8.198196111	7.971897412	8.796615748
KANSL1-AS1	229857_s_at	5.03592782	3.57482388	6.508976504	5.960390063	7.580359053	8.158114937	5.728920609	5.542115855	4.432447885	5.486888473
KANSL1L	215046_at	4.917094726	4.828299797	7.950385392	7.454846224	6.775472314	6.566859467	7.040854682	6.946880422	6.417464023	6.618553447
KANSL2	221821_s_at	8.701431374	7.210866125	7.734938931	7.261724062	7.629095214	7.350176778	8.413424934	7.883391343	7.201404506	6.980097586
