Gene_Symbol	Selected_Probe_ID	GSM249671	GSM249672	GSM249673	GSM249674	GSM249675	GSM249676	GSM249677	GSM249678	GSM249679	GSM249680
C6orf201	231642_at	4.154436923	4.189121603	3.554659251	3.537928439	3.304195199	3.6328399	3.699061423	3.330371326	3.158301243	3.662412306
C6orf203	223576_at	8.276813354	8.651614946	9.477323567	8.984814722	8.905844331	8.82784459	8.883661326	9.030859373	8.237697659	8.435261969
C6orf211	218195_at	9.134219318	9.15763953	9.528490383	9.101587109	9.974899097	9.511657834	9.52239874	9.682513926	9.105774858	8.692622555
C6orf223	239137_x_at	3.038336865	3.210488216	2.991558378	3.089274192	3.519304637	3.432893311	3.182470594	2.725294873	3.433838267	3.180484719
C6orf226	228458_at	5.016279949	3.971510963	4.783467929	5.516822901	4.946021351	3.920055346	5.53660163	4.91232266	5.985300828	5.303549866
C6orf25	221342_at	4.141655042	4.13999055	3.769113322	4.003838082	3.986029514	4.686093552	4.401994566	4.184152473	4.182942819	3.718583527
C6orf47	204968_at	8.835241049	8.760840143	7.738179768	8.146311869	9.17641	7.957972943	8.43024231	8.459952091	9.845838368	9.300788094
C6orf48	220755_s_at	10.7904463	9.107911921	8.667045127	8.750713762	8.957545629	8.864979978	9.357430592	8.675420677	11.60148517	10.42183953
C6orf52	236504_x_at	7.67981655	4.544942316	5.218198896	4.830413629	5.258073221	5.123354613	6.20267899	5.515041325	5.725618564	4.102004826
C6orf57	238504_at	5.821540701	4.092838865	5.875792243	4.477293519	3.604642545	4.545883065	6.740983067	4.540755166	4.003396939	4.533901017
C6orf58	238385_at	2.176404119	2.32382589	2.402009769	1.83431294	1.6959459	1.948438014	2.116717678	2.117349237	1.895401769	1.944734901
C6orf62	208809_s_at	10.42804791	10.19161696	10.30915522	10.42729408	10.00846638	10.37045345	10.77166239	10.53260918	10.33124023	10.31934649
C6orf89	224988_at	7.915027982	7.386944507	6.780045773	7.334215184	7.903836657	6.708732308	7.512332255	7.499014948	7.955564223	7.605272736
C6orf99	230487_at	2.572662502	3.225220185	2.572662502	2.221052338	2.145691388	2.263518869	2.266348576	2.594118775	2.342308076	2.201752674
C7	202992_at	3.977623413	5.261166139	4.798205877	6.326523821	5.011429329	7.41366411	5.185838411	8.479703396	4.333883694	10.59038235
C7orf13	223630_at	4.514332873	3.214514752	5.456225363	4.075726807	5.593108047	5.484070402	4.168774762	3.974837409	6.963072881	4.870474954
C7orf13 /// LINC01006	236340_at	3.011326934	3.633920564	4.565378557	3.238907233	3.301325754	3.104402848	3.189848312	3.011326934	5.211480434	2.47605262
C7orf25 /// PSMA2	221573_at	8.461554187	8.884611425	8.310653229	9.22559226	9.431150274	9.003994491	9.210894894	9.391081351	9.616148099	9.081222499
C7orf26	47083_at	7.016811241	6.859615546	5.797826953	6.116560251	6.936008837	6.04049121	7.105758981	6.549626079	7.571193282	6.88166438
C7orf31	229146_at	4.423595284	3.557303991	2.611716806	3.633735881	3.194857079	3.742155452	5.584734852	4.253376473	3.193538817	3.769991432
C7orf33	1553927_at	2.605207381	3.520912077	2.605207381	2.274465042	3.223983457	2.909193059	3.125700098	2.671773656	3.022958188	2.684710438
C7orf34	1555757_at	2.667007936	3.059404883	2.168406591	2.557659745	2.686222851	2.667007936	2.574860632	2.888237135	2.833117731	2.554272707
C7orf43	220659_s_at	7.774742162	7.526435418	6.478195629	6.788820172	6.678318678	6.81551944	7.857094834	7.17244774	8.157069291	7.316794528
C7orf49	220949_s_at	6.742801544	5.571105359	6.047750319	6.586596835	6.342358148	6.122609808	6.481546946	6.286279406	6.542273273	6.049892601
C7orf49 /// LOC653739	1561894_at	4.811358172	3.175832227	4.956976568	4.095424644	6.395198469	4.435273182	4.772685981	4.99139586	5.317934284	4.027670019
C7orf50	224478_s_at	5.896422004	5.136226296	4.043693251	4.520043446	4.987846551	4.835532399	5.216130146	4.539224533	6.60007801	5.290996382
C7orf55	226780_s_at	8.651467235	8.184141528	6.926427082	6.365419225	8.328591969	7.089907122	7.721539378	6.373996467	8.578498756	7.270247303
C7orf55 /// C7orf55-LUC7L2 /// LUC7L2	226781_at	6.871503795	6.338560572	4.581824274	2.881270855	5.579576318	4.092667863	4.439091621	3.611198958	6.051013762	5.320838635
C7orf55-LUC7L2 /// LUC7L2	217842_at	8.781756553	8.211534454	8.128732553	7.803360865	9.279568898	8.061182965	8.669282061	8.049353587	8.915925166	8.250219069
C7orf57	1557636_a_at	1.36481252	1.464901644	1.49389474	1.182389247	2.179587392	1.38957825	1.762795509	1.317339219	1.029042558	1.056410958
C7orf60	228149_at	6.097021272	5.509666779	6.858723175	7.019988541	5.786010662	6.352276469	6.192825856	6.830525508	6.477591894	6.122961159
C7orf61	229913_at	3.865015449	3.983711429	3.3071921	3.552068436	3.400929156	3.518645247	4.024055558	3.557075451	4.255436353	3.523620295
