Gene.Symbol,GSM775184,GSM775185,GSM775190,GSM775191,GSM775224,GSM775225,GSM775249,GSM775250,GSM775258,GSM775259,GSM775264,GSM775265,GSM775270,GSM775271,GSM775275,GSM775279,GSM775286,GSM775287
BHLHB9,7.826548487,6.902224355,7.196664087,7.083795223,7.038380209,6.407266064,6.629818354,6.921414907,7.104262217,6.797815837,6.336412475,6.605749438,7.322687113,6.711628432,6.221860072,6.436127518,7.910380099,7.294756742
BHMT,6.056828436,5.8997784,6.100109752,6.132640998,6.054815491,6.207070172,6.033139501,6.130982541,6.129497344,6.102746093,6.060605153,6.050953938,6.135455452,6.083402949,6.084548414,6.074399251,6.150930863,6.035862506
BHMT2,6.113005943,6.380329626,6.143193189,6.131417656,5.978551911,6.114233536,6.009014993,6.323360701,5.969224182,6.380052853,6.059662657,6.04582583,6.003354646,6.708558348,6.267703391,6.051091671,5.90551794,6.029993243
BICD1,7.840854068,8.338488597,6.654444134,6.898121266,6.307160727,7.576061775,7.114977043,7.828787058,6.87285461,8.153159322,6.69737907,6.960978462,7.511078184,8.991737242,8.202378049,7.293546138,6.411965461,7.458495202
BICD2,9.92960417,10.67687738,11.03126285,11.66138709,9.751192715,10.31645804,7.994498831,9.801231746,10.21224223,11.89609168,10.94617817,11.67679763,10.35491492,11.65616473,11.82343173,11.24306625,10.91032268,11.21012582
BID,8.891292496,7.991193589,9.042248976,8.126212479,9.359571902,7.482476431,8.181649721,7.609914491,8.876983445,7.877224614,9.088857391,8.268138668,8.931216186,8.050090249,7.687369384,8.600523999,9.18129888,8.803871829
BIK,7.335755672,6.923134915,7.177042744,6.346274018,6.300191464,6.247031815,7.168623986,6.882592921,6.894341232,6.125267153,6.288186152,6.720334563,6.555311706,6.122081275,6.188514274,6.148459295,6.13771438,6.451328666
BIN1,9.708089786,9.858150595,9.745235651,8.99344397,9.64530465,10.08972191,9.66400543,10.14202662,10.30284452,10.66040421,9.285141863,9.407035937,10.29440938,10.06416476,8.510680709,9.908709498,11.74558904,10.83962661
BIN2,6.204821516,6.846555997,6.130857169,6.821222943,6.14497346,6.361432031,7.23985244,6.594452406,7.747419626,7.000698636,5.954272632,6.670909716,6.206911595,7.756307457,5.820212667,5.9710234,6.502635481,6.767654798
BIN3,6.438388673,7.532059758,6.310666217,6.116368084,6.720683414,6.680501588,7.306500129,7.213787606,7.076233058,6.288050092,6.067388323,7.283607908,5.998851473,7.360426612,6.257479682,5.958157348,5.988450201,6.045380498
BIRC2,6.603221592,6.632387611,7.248176167,6.579311713,6.808805904,6.551379278,6.549754178,6.364546344,6.433856471,6.653832478,6.540750017,6.619436341,6.503258246,6.407266064,6.722690062,6.604286496,6.592989764,6.524612389
BIRC3,8.1883485,9.683945887,8.514174742,8.951758249,7.185152948,8.82781585,8.056792678,8.689359621,8.754559519,9.319398231,7.047840445,8.73254531,7.081132941,9.419521827,7.727577433,7.458495202,6.653365325,8.675875901
BIRC4,6.701962068,6.524612389,6.678250822,6.587405949,6.788295493,6.886586726,6.615567992,6.619035413,6.450889231,6.520604695,7.209378305,6.501710461,6.516094752,6.436932364,6.818242153,6.674921025,6.839066442,6.441016958
BIRC5,7.093132299,6.748430371,6.951702016,7.042245966,6.34406861,6.263974293,6.210206295,6.38148879,6.466212228,6.46245483,6.985840799,6.28057945,7.077242999,6.327411803,6.379294489,7.541944555,6.764388622,6.432125943
BIRC6,10.73548071,9.734104476,11.02635537,10.84647294,9.51849147,9.610663894,9.307365451,9.751987176,9.670543484,9.764646048,11.33904661,10.51629099,9.904323321,8.926524613,10.3456503,10.00412213,9.603209238,9.757718183
BIRC7,6.06460676,6.199250074,6.159896558,6.437723114,6.120442355,6.076010242,6.046305953,6.201810659,6.218749594,5.989249613,5.988670828,6.344196825,6.265062333,7.113651539,6.056248826,6.036129424,6.020284834,6.179861331
BIRC8,6.522463835,6.521528833,6.847416957,7.116607002,6.373159923,6.415393959,6.24987289,6.234207946,6.179671075,6.524481224,6.790248132,6.595916103,6.28832829,6.314991016,6.744774649,6.911785042,6.346518343,6.304905429
BIVM,7.613681926,6.385399456,8.097587622,6.845515141,6.399401496,6.400536563,7.3555731,7.587995732,8.156821304,6.403781369,6.887876154,7.692809359,7.43527521,7.025997724,7.95412941,6.753004091,8.874589508,8.338103017
BLCAP,11.04030205,10.28176315,11.07056643,10.04779601,10.05006085,10.29440938,10.77202749,10.99350454,10.66778127,9.550261958,9.925158887,10.18763044,10.80899956,9.07286067,9.922256433,10.13105953,11.41012589,11.02766207
BLK,6.152275106,8.062749364,6.027824186,6.075384161,6.220012395,7.017087887,6.23756716,7.156250981,6.658110062,10.39588325,6.046305953,6.190145276,6.145503832,8.117977051,7.028680753,5.893022128,6.045969513,5.985989215
BLM,8.921841829,8.149920842,7.95444876,7.960845286,7.762960662,7.456552374,6.494173808,6.731716821,7.194132372,7.961263883,8.468470908,8.648889259,8.119136187,7.595951897,6.468672587,7.49672997,6.830511404,7.117665956
BLMH,10.21924477,10.16374149,9.151917403,9.902137661,10.12473265,10.05589518,9.779386955,10.54183714,10.39297636,10.4361608,10.30907043,10.53997107,8.545178021,10.54631669,9.963549407,10.60145046,9.845901004,10.37387655
BLNK,7.309694617,7.018597457,7.211173825,6.188283016,7.838985792,6.576600589,7.473224365,6.846361677,7.761475439,7.090927511,8.245421978,6.744216272,7.06865469,7.014412205,6.088560569,6.181218463,7.44567043,6.896127717
BLOC1S1,10.07338646,9.732669949,9.007049138,9.03294441,10.78137283,10.19549156,11.21295654,10.66457173,10.00492408,11.00798244,8.528839299,9.552180112,9.910716025,10.36801202,10.15223033,9.553492217,10.27666299,9.799644112
BLOC1S2,6.367610446,6.460562216,6.47805673,6.378877106,6.394811986,6.284436215,6.279141414,6.209827248,6.31957928,6.31162118,6.198891901,6.200187109,6.295995341,6.232793317,6.413808487,6.197895853,6.331372196,6.232705648
BLOC1S3,5.968898067,6.204471375,6.088432516,6.480924591,6.339814024,6.358436704,6.175980611,6.096020175,6.193694876,6.340681361,6.116615734,6.214930461,6.099386317,6.252104706,6.276254149,7.452222293,6.304585511,6.181945931
BLR1,7.097413803,8.00851322,6.485128919,7.984327308,6.990317302,7.431074658,6.66861698,7.065938453,7.259530492,11.39940771,6.891136016,7.248176167,6.509182448,8.751388066,6.29333112,6.763804597,6.78288816,6.82142578
BLVRA,9.124795963,9.591858718,9.256307539,10.04475885,7.230383646,8.556171111,7.628965291,9.29027049,8.123254918,10.08894058,7.766720372,8.719277577,7.431417371,10.43707998,9.214966245,9.258680032,7.632433272,8.759517062
BLVRB,7.536715797,7.119954755,7.548687071,6.949878058,8.059865738,7.712345405,7.232750922,6.756589679,7.134256883,7.092594366,8.316721854,7.120468068,7.105690648,6.728230737,7.401611696,7.402922518,6.728784452,6.689068479
BLZF1,8.242888749,6.690030109,8.339811263,7.402263418,7.679484322,7.112301877,7.548052009,7.316229028,7.319327097,7.833190544,8.025560402,7.402263418,7.560312197,7.603176777,6.869949114,7.789868768,7.238654084,7.344765484
BMF,6.138344919,6.038345747,6.148157654,6.179470245,6.188963824,6.123877429,6.523049081,6.616963986,7.050770491,7.021072135,6.086142171,6.319639429,6.540251898,7.267843817,6.176964581,6.298607732,6.245416939,6.484615888
BMI1,9.597433405,9.315554004,9.998266034,10.24099163,7.963854978,8.665979656,9.194606915,8.930675844,9.62639606,9.703396984,8.86738408,8.78993135,9.354567423,9.516661905,9.295576792,9.505890731,10.58317399,10.19922082
BMP1,6.301483574,8.597862983,6.33064283,8.246635153,7.615112418,7.361677136,8.187942888,7.450863174,8.187541616,7.453569432,6.464218988,8.51379667,6.917107089,9.227392363,8.904201071,9.166154544,7.816995779,7.888754206
BMP10,6.229942785,6.253300268,6.11809202,6.11665108,6.248037799,6.177154596,6.115003894,6.158281075,6.094769802,6.051618113,6.108576518,6.168783819,6.261724302,6.182142841,6.330586544,6.208668053,6.189689572,6.197185627
BMP15,6.313597411,6.47491897,6.64719073,6.433223543,6.530062468,6.365016203,6.251294931,6.171789081,6.153694496,6.562151585,6.542935276,6.39600566,6.267051635,6.24716781,6.682654756,6.43281463,6.244139837,6.264231459
BMP2,10.41543757,9.737936832,8.933724583,6.567867724,8.841811511,10.05006085,11.55514223,10.32789054,7.867600607,7.755584636,8.094823523,7.59394755,8.589550782,8.557944201,7.347118164,7.651869704,7.591223866,8.291015483
BMP2K,6.941006512,6.26825266,6.48860707,7.25649083,6.135860293,6.261001554,7.131066734,6.339868526,6.863419393,7.042749384,7.57075132,6.486458887,7.021772856,6.754560187,5.934916985,6.377130345,5.773107022,5.972683005
BMP3,6.409744608,6.544720912,6.439479193,6.274467799,6.395791848,6.727502557,6.440075654,6.414904551,6.358368304,6.44830152,6.472323672,6.515321061,6.433302841,6.29122357,6.281582904,6.69688131,6.579311713,6.412513958
BMP4,9.973614145,10.75618518,11.4985396,11.28856966,11.19738688,12.56666772,9.554641033,11.21012582,9.337498588,10.55461763,10.87286646,10.99350454,9.825839995,8.240804686,12.48692827,12.23506464,11.8534043,11.8854615
BMP5,6.100109752,6.184979451,5.948822047,6.01626074,6.04745005,6.181610069,6.194374317,6.449107036,6.457881364,6.03303243,6.219490719,6.136046978,6.673263842,5.952069095,6.295622569,6.305984744,7.22554487,7.01465322
BMP6,10.25958322,11.17570236,10.27317784,11.10080292,10.28431054,10.58102165,9.883021402,11.87417066,11.48034642,10.25192616,10.3801201,10.55461763,10.79373091,12.0840224,11.39783611,10.63209187,11.14390101,10.81889449
BMP7,6.541349113,6.522243483,7.922504127,7.076978025,6.117637907,6.657574271,6.771963467,6.612819117,6.827737744,7.137554755,6.494465374,7.021548574,6.389953589,6.313702971,6.294096689,6.527937969,6.873997706,7.255282613
BMP8A,6.203001421,6.185485013,6.245766789,6.148805403,6.208162746,6.200901743,6.238782848,6.149867204,6.144038618,6.080723956,6.255524715,6.112189679,6.299783882,6.159634029,6.061246536,6.202322113,6.185216393,6.34659032
BMP8B,6.392759781,6.494356884,6.71564494,6.699426702,6.404529188,6.461186704,6.573363013,6.438637347,6.443872657,6.637403611,6.819849531,6.641348339,6.422713202,6.460833958,6.845738424,6.78792606,6.854146544,6.549496832
BMPER,6.218435949,6.373566783,6.344009649,6.326652211,6.247561478,6.308258018,6.150630754,6.146417563,6.188628009,6.228294608,6.289756833,6.843490219,6.278637159,6.333376323,6.610799409,6.286297522,6.365142394,6.224018851
BMPR1B,6.257861497,6.211261644,6.604803756,6.215615118,6.386385213,6.23002428,6.09995138,6.189237085,6.061506207,6.244940893,6.27085837,6.146852121,6.147218156,6.186257288,6.18696024,6.255698618,6.159325027,6.305166531
BMPR2,8.084025454,8.567404743,8.406426124,8.741841769,6.873083548,8.16106737,8.059865738,8.62426762,8.027889414,7.737032994,8.27736366,8.600062681,7.913310111,8.046908446,8.638207454,8.373546426,7.665390639,7.977087551
BMS1L,11.73365685,12.05116713,12.14748161,11.5649559,11.80737666,11.13484983,11.69954686,11.84514776,12.39037857,11.65445389,12.27091257,12.11498218,11.52161467,11.7794399,11.8534043,11.81127715,11.87417066,11.81355796
BMX,6.405348277,6.337963827,6.340681361,6.200469238,6.876012222,6.562901944,6.316617691,6.37646543,6.358932636,6.284388462,6.372302321,6.374095635,6.346092786,6.358625006,6.24959021,6.369760472,6.55321088,6.418621073
BNC1,6.249363419,6.170896289,6.439735158,6.377413925,6.483502541,6.118399597,6.16281486,6.079856157,6.060467676,6.150559473,6.212417202,6.350211685,6.059267227,6.207268954,6.206044191,6.328438692,6.318556547,6.18742532
BNC2,6.040273938,6.914179403,5.800120246,8.52277257,5.888733509,6.526337883,6.65885698,7.360765457,6.421548164,8.222196453,6.107522586,7.288782116,6.099918568,7.68121381,7.187455013,7.917534989,6.012226283,7.669407379
BNIP1,7.261661502,6.639195545,6.640073828,6.84820478,6.383532195,6.276254149,7.285791509,6.96377581,7.090678798,6.921638648,6.469430505,7.080594779,7.135961639,6.716957981,6.968436404,6.417589094,6.889697425,6.907608158
BNIP2,8.730219448,8.725187636,8.892338199,8.356406191,7.957450917,8.107901245,8.62426762,8.989149512,8.446417118,8.034695536,8.268564924,8.941326432,7.894407931,8.584006399,8.20651576,8.345764046,7.739276338,8.868709604
BNIP3,10.21844699,10.78704142,12.53993933,10.16374149,9.162328131,11.04030205,8.673423921,10.52796955,10.11344396,10.26206195,9.851868949,10.17084643,12.10221883,10.11268319,10.29195574,10.74187816,7.715574246,9.020613595
BNIP3L,7.255575321,7.126825252,8.063567655,7.28199121,7.339773413,7.612689393,7.647643339,8.537414501,7.053138495,6.553847976,6.164854245,7.055961319,7.022321202,7.312980946,7.493210194,6.70755792,7.662508878,7.650375404
BNIPL,6.092574494,5.88502837,5.998910579,7.413899519,6.341860893,6.423037227,6.031480554,6.13283694,7.7618876,6.060323485,7.948951784,8.314183516,6.585883728,7.064030267,5.936181151,6.018161224,7.18107372,6.152882486
BOC,6.537836511,8.651913462,6.519441574,8.760897883,6.209706595,8.161862999,6.78709155,8.269875657,6.741079969,10.19771676,6.747324287,8.119597402,6.782516029,10.16124024,9.213769869,8.757578356,6.760532343,8.562148913
BOK,6.776002627,7.932425603,6.323312598,6.446579642,7.261661502,6.561639878,7.026990341,6.895679486,6.969593736,7.007490425,7.002948873,7.007722509,6.317814884,7.547414354,7.620452984,7.552928798,7.50353876,7.353298587
BOLA1,6.851329287,7.307780048,6.216728982,6.283267671,6.718924619,6.564056331,6.993723039,6.828702659,6.911785042,6.969386521,6.195738538,6.636588951,6.932854889,6.600492481,6.662406335,6.187716883,7.22276786,6.889697425
BOLA2,6.371346102,6.313702971,6.235174457,6.178871967,6.336412475,6.158246533,6.696405635,6.251207053,6.89041994,6.479089545,6.185980094,6.880750411,6.811581489,6.627237801,6.300906559,6.451681436,6.280396827,6.257479682
BOLA2B,10.79246171,10.33797417,10.35319646,10.68933848,11.51508676,10.98277045,11.03356272,10.2604609,11.70691944,10.69137887,11.47862049,10.33194253,11.38500224,11.12528108,10.05006085,11.20513466,11.27419817,10.85941287
BOLA3,11.50503493,10.85467985,11.53846444,10.73767662,11.38333169,10.9136479,10.91032268,10.78247245,10.62894397,9.652026258,11.49367285,10.77301719,10.83048748,10.28848776,9.869415095,10.01416696,10.98392418,10.89908422
BOLL,6.844578984,6.474089443,7.192306625,6.549754178,7.557672767,7.248476013,6.728962629,6.709232728,6.592169815,6.952453553,7.584499562,6.667068953,6.535735566,6.511671228,6.344494054,7.273635239,6.909851092,6.657395629
BOP1,11.86088988,11.97137147,11.60548044,10.53388743,11.87417066,12.23506464,10.37922564,10.15891511,11.24448871,11.45923026,12.40373825,11.11226291,12.595991,11.280109,11.73768,11.8411881,11.67493947,11.42532449
BPESC1,6.773813076,6.438480995,6.835642428,6.496885247,7.013522557,6.832355865,6.540644487,6.577931644,6.556298966,6.677894375,7.591223866,6.426266768,6.666197013,6.49166345,6.646089195,6.856350824,6.78231551,6.504540311
BPGM,7.404589814,6.807967937,7.5300122,7.302606026,6.146180069,6.123394714,6.886122104,6.518928018,6.989539826,6.721990513,6.407866135,7.760702652,7.058551369,6.814886193,8.326647448,6.284964165,7.585847383,7.673140854
BPHL,9.402231223,8.126571295,8.343633892,7.997790309,8.74041728,8.539716778,8.965940087,8.664267359,9.353011153,6.666723932,9.421299893,8.263344796,9.681345072,8.136229332,7.107962951,7.83463917,9.277571261,8.705991375
BPI,6.01441466,6.03596497,6.065085846,6.271200237,6.062709976,6.198095707,6.003487104,6.062169214,6.14669493,6.218961106,6.06643518,6.053468707,6.108576518,6.101885352,6.222222251,6.282490958,6.441696435,6.75317529
BPIL1,6.314387292,6.060424009,6.728418507,6.566316669,6.220050522,6.521166349,6.292821312,6.105176659,6.281912228,6.381621162,6.36573295,6.273970856,6.243670223,6.267757878,6.311915027,6.220609914,6.45918388,6.195516703
BPIL2,6.497710554,6.616821846,7.014085209,6.466999654,6.352744403,6.368904163,6.278920708,6.255742987,6.244433673,6.507539689,6.262916994,6.687284692,6.257771944,6.287020643,6.891331689,6.224582302,6.391565136,6.409132246
BPIL3,6.353909708,6.582866065,6.434247906,6.436838777,6.438735308,6.261957054,6.313890856,6.303257813,6.343480488,6.165757414,6.592169815,6.185980094,6.285445129,6.297160229,6.816881255,6.47000446,6.323646403,6.255918941
BPNT1,8.423080184,7.980381245,8.467195506,7.285791509,7.406215212,7.899202221,7.889111485,7.125530225,7.585197671,7.409760049,8.1883485,6.019189498,7.575691261,6.924055929,7.419098937,6.170231542,7.829925649,6.924765007
BPTF,6.348864097,7.023877414,6.489908797,6.630310524,6.738119289,6.425291782,6.421548164,6.365016203,6.434919906,6.33272458,7.418515496,6.40937566,6.318505573,6.538452649,7.328867872,7.147909053,6.561428331,6.47887298
BPY2,6.230295447,6.315926823,7.087008745,6.445916031,6.418054647,6.369890087,6.148694178,6.204471375,6.052559139,6.432907142,6.371415283,6.292671887,6.084348778,6.153281048,6.354780425,6.162193517,6.264549192,6.17418987
BRAF,7.194983335,6.232668239,6.505409369,6.182841247,8.31101668,6.219920075,6.986060459,6.987614196,7.15680715,6.248431989,6.836728294,7.012798825,7.682413176,6.454424164,6.013785378,6.846361677,7.02133203,6.715285257
BRAP,6.398119971,6.411412348,6.604537811,6.731146576,6.272370753,6.408177034,6.241947314,6.218749594,6.283170235,6.451609076,6.250490385,6.371224809,6.121436747,6.406701454,6.393278212,6.139815311,6.374700271,6.31076654
BRCA1,9.26684509,7.565083033,9.011078784,8.449039665,7.065364431,7.853652642,6.608849005,6.943882657,7.632766237,7.812394897,9.75841062,7.989320128,9.59249815,7.412662142,6.772402997,7.967388247,7.718497943,7.775621473
BRCA2,6.096102215,6.17524873,6.181574491,6.151228068,5.99060889,6.084515037,6.070702093,5.984777763,6.169083184,6.062078959,6.245245215,6.121288575,6.161934831,6.012458724,6.273080367,6.242802739,6.090190138,6.064893627
BRCC2,6.01415865,6.069931973,6.07995341,6.21514933,6.120950934,6.15779155,6.056094238,6.171047663,6.086025583,6.096343036,6.079426115,6.018324604,6.038635908,6.173969093,6.106555403,6.015062629,6.118933392,6.173176815
BRCC3,6.467194201,6.144105937,6.164634448,6.284676065,6.197460677,6.66741531,6.476894576,6.344727498,6.260506161,6.204353794,6.373976138,6.173935724,6.361779762,6.213529065,6.307413952,6.289171049,6.4166675,6.199213357
BRD1,7.543374468,7.160266763,6.534637806,6.274050833,6.094927899,6.274825581,7.967388247,7.716280343,7.814750357,6.519747261,6.562151585,7.923730373,8.013796654,7.292051936,7.285496546,6.234326951,8.281299507,7.928720294
BRD2,10.72030669,10.63209187,10.5535621,11.07613416,10.21772268,10.57531044,10.86721077,10.3721936,10.82608605,11.74747971,11.31765116,11.02876804,10.88766158,10.56624911,10.8818336,10.95537311,10.7656143,10.58004747
BRD3,7.716280343,7.866586574,7.493548869,6.260332836,6.493968299,7.136208821,8.442036966,7.738567899,7.647341855,8.50460212,6.169623407,6.473791457,7.272493556,8.562148913,8.260848514,6.326596668,7.199022495,8.161497739
BRD4,6.835841986,7.11090816,6.489019427,6.566833416,6.901811796,7.22731173,7.586909576,7.36350665,6.673591756,6.421209327,7.065668164,6.806210617,6.759058603,6.975524722,6.958897181,7.029444051,6.495374741,6.64988558
BRD7,7.708661801,7.150046803,7.800943245,7.588380341,7.506375028,6.614554231,8.318739825,8.327028463,7.967833187,6.393065884,6.106919664,7.312683323,8.35477214,7.360110518,7.404589814,6.669758135,8.524348951,8.316721854
BRD8,7.102022929,7.459471784,6.860651239,7.314434606,8.808439756,7.970514333,7.963503602,7.885798243,8.091203161,7.704416902,8.83032125,7.225188153,7.692809359,7.316534066,6.319639429,8.012119996,7.705458908,7.500018044
BRD9,11.39612469,12.06073983,11.33330129,11.64695151,12.19893885,12.59915365,11.69589467,11.82782101,12.13942121,11.97574445,12.08643913,12.04162801,12.00587223,12.02176633,12.0113003,12.54811917,11.22634897,11.53686933
BRDG1,6.159209765,6.271102916,6.39622201,6.335961245,6.203457247,6.182104295,6.238731649,6.861323923,6.382595842,8.241253874,6.114038799,6.153119082,6.108060629,6.429406742,6.196706375,6.140695028,6.127350367,6.113005943
BRDT,6.351127228,6.352483121,6.470292979,6.496657278,6.45661036,6.283776607,6.274426238,6.250583233,6.247031815,6.498991495,6.37565097,6.329102961,6.265760738,6.277348036,6.598239089,6.468938245,6.343589924,6.301434553
BRE,9.380846093,9.400969282,9.201777927,9.710823994,8.845498519,8.741312933,9.135932919,8.577958978,9.149137655,9.65390483,8.274060341,8.487569151,9.113462975,9.299602759,9.359571902,8.640056904,9.433213192,9.088857391
BRF1,6.227024979,6.144864182,5.928757122,6.128849731,6.100942757,5.997894384,6.820847809,6.274825581,6.395718,6.482994255,6.057283681,6.169623407,6.272370753,6.874696161,6.117637907,6.023598905,6.883174792,6.604803756
BRF2,7.577736973,7.69562015,7.940092734,8.149920842,8.039509112,7.932084209,8.840285404,7.952518784,8.593757866,7.610337601,8.200337598,6.954958178,8.548295585,7.420359444,6.455174476,7.555727211,8.645084843,8.0998643
BRI3,11.03005255,10.85337662,10.87163269,10.97172029,10.97518091,10.25958322,12.28944402,11.4421753,11.80498888,10.02611395,10.29440938,10.26285828,12.31184366,11.65081077,11.14530553,11.4237352,12.73209448,12.31716922
BRI3BP,9.159019088,8.884678197,9.816851024,8.304783894,8.332855596,6.990772244,7.65070928,6.860231584,7.702309847,7.132153184,9.7000006,7.687663319,8.701118596,6.794714772,6.368844986,7.381707327,7.101422116,7.517108734
BRIP1,6.17900578,6.153207264,6.041944268,6.091460352,6.200018943,6.272199408,6.30853435,6.219962849,6.221623079,6.150965581,6.239086944,6.066660126,6.232539888,6.150812086,6.001309328,6.232705648,6.212417202,6.138162013
BRMS1,6.728418507,7.56205616,6.803791448,6.775175679,7.009145589,6.569566129,7.628301901,6.780945207,7.10310628,6.868849711,6.768435782,6.918806005,7.116361637,6.966189337,7.074598556,7.220691744,7.508044316,7.301385531
BRMS1L,8.212453584,7.945505289,8.825369063,9.865182375,7.994498831,7.993639268,7.661130343,7.971011785,7.581910831,9.118813145,9.220659342,8.088286852,8.418243508,8.072140645,7.910380099,8.113083689,8.708231043,8.551408734
BRP44,11.17707502,10.37041933,11.19872803,10.10889423,10.66247968,10.0164225,11.5451479,11.08194274,11.08452274,9.648378076,10.3288746,10.23716215,10.75322678,10.29027118,10.1803207,10.00258861,11.24569174,10.50598717
BRP44L,8.761835422,8.539214656,8.898577506,8.487996351,8.694163541,8.268564924,8.768067846,8.992894163,8.408660493,7.764132476,7.807843037,8.759517062,8.121509688,7.660102887,8.422620286,6.866021472,8.253118509,8.111449742
BRPF1,6.807788953,6.62365737,7.170678212,7.192306625,7.428368548,6.806461978,6.440511252,6.489431826,6.454813677,6.836968084,7.632766237,6.788489963,6.365998839,6.581612313,6.895679486,6.909851092,6.802564185,6.628632614
BRPF3,10.00050429,9.186828104,9.691951099,8.99705384,9.795003385,9.832897133,9.969488694,9.467907914,10.14277208,8.51155422,10.40620926,9.688155525,9.669273432,9.019687183,8.465102301,8.673925954,9.808073675,9.337498588
BRS3,6.271865432,6.279829696,6.351241033,6.282298383,6.488801617,6.354218345,6.176018921,6.242594504,6.277479344,6.215228558,6.188154216,6.407050855,6.211173047,6.18999036,6.26871378,6.327464979,6.275119009,6.285108101
BRSK1,7.397243364,6.994786746,7.649316543,7.294756742,7.729887167,8.269875657,7.216394719,7.196371965,7.00242687,7.415503482,8.094415023,7.169440014,7.006024182,6.981402882,7.206836597,8.025215987,7.413558543,7.15885302
BRSK2,6.343314542,6.027375916,6.315040484,6.070392334,6.134611754,6.532417801,6.263012051,6.325636641,6.187004003,6.281722171,6.256871209,6.138694485,6.106230421,6.77295453,6.078703117,6.13801391,6.175864676,6.14323238
BRUNOL5,5.909728709,5.942415507,6.043589046,5.950788226,6.05970613,6.00667234,6.120367286,5.923922389,5.936181151,5.899016558,5.968434791,5.874685096,5.990035643,6.035760915,6.138612374,6.039852983,6.090068159,6.107042529
BRUNOL6,7.044394119,7.086765724,6.909191061,7.483131342,7.448879482,7.34167626,7.087249604,6.97133202,7.367779911,7.706183098,6.925739568,6.779758746,6.92689015,7.085167556,6.605749438,7.209670728,6.749772909,6.93008088
BRWD1,9.09198036,8.135852394,9.628867259,10.11954164,7.932763374,7.502479389,9.332697418,9.138714398,8.960027715,8.721212685,8.169229034,8.714542614,9.794340968,8.852301656,8.781123945,8.746294961,9.543264644,9.299602759
BRWD2,7.21557668,7.166768661,6.672901918,6.177390036,6.580899204,6.164476567,7.847807791,8.071688671,7.199645846,6.135615514,6.178091344,6.855906252,7.170678212,6.838233265,6.286975009,6.144601553,7.55929219,7.411329633
BRWD3,7.459812735,7.016324709,7.083542087,6.304166024,6.605888378,6.876012222,6.818833948,7.205672063,6.923134915,7.901794905,6.956164711,6.357639267,7.172322491,7.042490036,6.979496078,7.327330778,6.644154797,6.349977713
BSCL2,10.24380235,9.699230955,10.13713589,9.89005371,11.43008242,11.54018423,10.03371757,9.91135768,10.39039147,10.46038934,10.63809737,9.473719547,10.96567464,11.12293732,10.76026337,10.90464666,10.69330661,10.07191548
BSDC1,10.01945312,9.987612207,9.831443589,9.676975907,10.8693625,9.88084299,11.51670169,10.23860417,10.92914299,9.919705656,9.04652953,9.704106125,9.714345472,10.254522,9.728574113,9.990679792,10.4361608,9.985190158
BSG,7.939741398,7.523609,7.214707673,7.742460351,9.804087933,8.915503871,9.609458014,9.153036673,8.932288583,8.193646586,7.035050896,7.87565967,9.067576875,9.192861642,7.599000086,8.366543848,9.312192746,9.099737299
BSN,6.179122458,6.620863194,7.108465911,6.192207582,6.115729112,8.054954809,6.488911329,7.44692696,6.752079531,8.857863771,7.767909657,6.283362879,8.050911397,7.438470017,9.153036673,8.222196453,8.476342395,8.196395573
BSND,6.474373902,6.358982554,6.312348242,6.569566129,6.390661324,6.519647889,6.476400807,6.384685164,6.411192501,6.345596499,6.537139021,6.336471212,6.344315617,6.384113718,6.295180994,6.403480259,6.404376419,6.517789837
BSPRY,9.54384132,8.731561383,9.390827801,9.279958736,10.36344379,9.952374194,10.60631267,9.685340652,10.62265404,7.998484939,9.90296579,9.50471175,10.59276535,9.339613987,8.659077554,9.527765712,10.1264141,9.241029536
BST1,6.408251096,6.140913595,6.178322248,6.534637806,6.851565414,6.253078032,6.653067185,6.185259812,6.365548722,6.389752127,6.390367265,6.728023889,6.409522809,6.621813499,6.711628432,6.698760221,7.774853593,7.068897557
BST2,10.18200818,11.70157721,11.973598,10.90583524,7.902484858,10.06416476,8.787084038,10.81551859,8.883080988,10.98518945,8.610798228,10.71202739,7.620452984,11.25399045,11.21949164,10.75618518,9.069106004,10.95066379
BTAF1,9.38359479,9.066487761,10.02467705,9.086164627,8.341140726,9.009059348,8.041047451,9.222309496,8.41731288,8.582595141,9.07286067,9.510347615,7.942737343,8.632652471,8.670398134,7.887317503,7.637358106,7.374637854
BTBD1,7.664307186,7.132422612,7.655841231,7.385021122,7.369017971,7.347708171,7.435874411,7.862915642,7.360426612,6.876661823,7.459169287,7.455197331,7.732316692,6.990987752,6.511671228,7.145970855,7.463570146,7.359508871
BTBD10,8.911915937,8.280429771,9.344970266,8.411415653,9.152545467,8.460056105,9.471408596,9.241029536,9.079686374,8.327028463,7.982827056,8.582595141,9.204952063,8.962516634,8.248371169,8.050090249,9.128534682,9.023135844
BTBD11,7.081132941,7.132934593,8.750937732,8.570116409,6.295475637,6.932364773,6.245021925,6.524731476,6.933570278,8.865195678,6.148844645,8.639063178,6.148192439,7.25319322,7.454587187,6.688110405,6.15433632,6.793998594
BTBD12,7.468255839,8.007214567,7.753481525,7.398800971,6.229130856,7.239595665,7.535706176,7.065091879,8.070474663,7.349279459,7.234214845,7.505090622,7.914810253,8.086300792,8.133832177,8.001101888,7.878683046,7.938919126
